,Code,Name,Country,Exchange,Currency,Type,Isin
38653,PLGC,Playlogic Entertainment Inc,USA,OTCCE,USD,Common Stock,
38656,PLGNF,Playgon Games Inc,USA,OTCQB,USD,Common Stock,
38658,PLHCF,Plant Health Care plc,USA,PINK,USD,Common Stock,
38662,PLHNF,Paul Hartmann AG,USA,PINK,USD,Common Stock,
38674,PLIN,China Xiangtai Food Co. Ltd,USA,NASDAQ,USD,Common Stock,KYG216211006
38683,PLKT,Solar Gold Ltd,USA,OTCCE,USD,Common Stock,
38685,PLL,Piedmont Lithium Inc,USA,NASDAQ,USD,Common Stock,US72016P1057
38687,PLLHF,Gemfields Group Limited,USA,OTCGREY,USD,Common Stock,
38688,PLLIF,Pirelli & C. S.p.A,USA,OTCGREY,USD,Common Stock,
38689,PLLMF,Plata Latina Minerals Corporation,USA,OTCGREY,USD,Common Stock,
38690,PLLTL,Piedmont Lithium Inc,USA,PINK,USD,Common Stock,
38691,PLLWF,Polarean Imaging plc,USA,PINK,USD,Common Stock,
38692,PLM,PolyMet Mining Corp,USA,NYSE MKT,USD,Common Stock,CA7319164090
38694,PLMI,Plum Acquisition Corp. I,USA,NASDAQ,USD,Common Stock,KYG7134L1260
38695,PLMIU,Plum Acquisition Corp. I,USA,NASDAQ,USD,Common Stock,KYG7134L1005
38696,PLMIW,Plum Acquisition Corp. I,USA,NASDAQ,USD,Common Stock,
38698,PLMNF,Palamina Corp,USA,PINK,USD,Common Stock,
38700,PLMR,Palomar Holdings Inc,USA,NASDAQ,USD,Common Stock,US69753M1053
38703,PLNE,Planet Signal Inc,USA,OTCGREY,USD,Common Stock,
38704,PLNHF,Planet 13 Holdings Inc,USA,OTCQX,USD,Common Stock,CA72706K1012
38705,PLNT,Planet Fitness Inc,USA,NYSE,USD,Common Stock,US72703H1014
38706,PLNTQ,Proliance International Inc,USA,PINK,USD,Common Stock,
38708,PLOW,Douglas Dynamics Inc,USA,NYSE,USD,Common Stock,US25960R1059
38709,PLPC,Preformed Line Products Company,USA,NASDAQ,USD,Common Stock,US7404441047
38711,PLPKF,PPK Group Limited,USA,OTCGREY,USD,Common Stock,
38712,PLPL,Plandaí Biotechnology Inc,USA,PINK,USD,Common Stock,US72703D1000
38713,PLPRF,Plus Products Inc,USA,OTCQX,USD,Common Stock,
38719,PLRRF,Polar Capital Holdings plc,USA,OTCGREY,USD,Common Stock,
38721,PLRTF,Plymouth Rock Technologies Inc,USA,OTCQB,USD,Common Stock,
38723,PLRX,Pliant Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US7291391057
38726,PLSDF,Pulse Seismic Inc,USA,OTCQX,USD,Common Stock,CA74586Q1090
38728,PLSE,Pulse Biosciences Inc,USA,NASDAQ,USD,Common Stock,US74587B1017
38730,PLSI,Phoenix Life Sciences International Limited,USA,PINK,USD,Common Stock,US71910Q1022
38735,PLSQF,Plus500 Ltd,USA,OTCGREY,USD,Common Stock,
38742,PLTI,Platcom Inc,USA,OTCGREY,USD,Common Stock,
38744,PLTK,Playtika Holding Corp,USA,NASDAQ,USD,Common Stock,US72815L1070
38752,PLTR,Palantir Technologies Inc,USA,NYSE,USD,Common Stock,US69608A1088
38754,PLTT,Pilot Therapeutics Holdings Inc,USA,OTCCE,USD,Common Stock,
38756,PLTWF,PLTWF,USA,PINK,USD,Common Stock,
38757,PLTXF,PlantX Life Inc,USA,OTCQB,USD,Common Stock,CA72750P1053
38758,PLTYF,Plastec Technologies Ltd,USA,PINK,USD,Common Stock,KYG712181042
38762,PLUG,Plug Power Inc,USA,NASDAQ,USD,Common Stock,US72919P2020
38765,PLUS,ePlus inc,USA,NASDAQ,USD,Common Stock,US2942681071
38772,PLWN,Pinelawn Cemetery,USA,PINK,USD,Common Stock,
38773,PLWY,Peoplesway.com Inc,USA,OTCCE,USD,Common Stock,US7127092036
38774,PLX,Protalix BioTherapeutics Inc,USA,NYSE MKT,USD,Common Stock,US74365A3095
38776,PLXP,PLx Pharma Inc,USA,NASDAQ,USD,Common Stock,US72942A1079
38777,PLXS,Plexus Corp,USA,NASDAQ,USD,Common Stock,US7291321005
38778,PLYA,Playa Hotels & Resorts N.V,USA,NASDAQ,USD,Common Stock,NL0012170237
38779,PLYFF,Playfair Mining Ltd,USA,PINK,USD,Common Stock,
38780,PLYM,Plymouth Industrial REIT Inc,USA,NYSE,USD,Common Stock,US7296401026
38781,PLYN,Palayan Resources Inc,USA,PINK,USD,Common Stock,
38782,PLYR,Polymeric Resources Corporation,USA,PINK,USD,Common Stock,US7317872064
38783,PLYZ,Plyzer Technologies Inc,USA,PINK,USD,Common Stock,US73016P1030
38786,PM,Philip Morris International Inc,USA,NYSE,USD,Common Stock,US7181721090
38791,PMAH,PlasmaTech Inc,USA,OTCCE,USD,Common Stock,
38802,PMBC,Pacific Mercantile Bancorp,USA,NASDAQ,USD,Common Stock,US6945521002
38807,PMBPF,Pembina Pipeline Corporation,USA,PINK,USD,Common Stock,
38810,PMBY,POSTD Merchant Banque,USA,PINK,USD,Common Stock,US73751Y1038
38811,PMCB,"PharmaCyte  Biotech, Inc. Common Stock",USA,NASDAQ,USD,Common Stock,US71715X2036
38812,PMCBD,PharmaCyte Biotech Inc,USA,OTCQB,USD,Common Stock,
38813,PMCCF,Peloton Minerals Corporation,USA,OTCQB,USD,Common Stock,
38817,PMCUF,Pro Medicus Limited,USA,PINK,USD,Common Stock,
38818,PMD,Psychemedics Corporation,USA,NASDAQ,USD,Common Stock,US7443752057
38824,PMDKF,PT. Mitra Adiperkasa Tbk,USA,OTCGREY,USD,Common Stock,
38825,PMDKY,PT. Mitra Adiperkasa Tbk,USA,PINK,USD,Common Stock,US69369G1040
38826,PMDL,Pace Medical Inc,USA,PINK,USD,Common Stock,US69372M1062
38827,PMDP,Plateau Mineral Development Inc,USA,OTCCE,USD,Common Stock,
38829,PMDRF,Prime Meridian Resources Corp,USA,OTCGREY,USD,Common Stock,
38831,PME,Pingtan Marine Enterprise Ltd,USA,NASDAQ,USD,Common Stock,KYG7114V1023
38832,PMEA,PM&E Inc,USA,PINK,USD,Common Stock,
38833,PMEDF,Predictmedix Inc,USA,OTCQB,USD,Common Stock,
38836,PMEHF,Primeline Energy Holdings Inc,USA,PINK,USD,Common Stock,
38850,PMGM,Priveterra Acquisition Corp,USA,NASDAQ,USD,Common Stock,US74275N1028
38851,PMGMF,Play Magnus AS,USA,PINK,USD,Common Stock,
38852,PMGMU,Priveterra Acquisition Corp,USA,NASDAQ,USD,Common Stock,US74275N2018
38853,PMGMW,Priveterra Acquisition Corp,USA,NASDAQ,USD,Common Stock,
38855,PMGYF,Perpetual Energy Inc,USA,PINK,USD,Common Stock,US6992191014
38856,PMHG,Prime Meridian Holding Company,USA,OTCQX,USD,Common Stock,
38859,PMIR,The PMI Group Inc,USA,OTCGREY,USD,Common Stock,
38865,PMKRF,Playmaker Capital Inc,USA,PINK,USD,Common Stock,
38866,PMKY,Pinkmonkey.com Inc,USA,OTCCE,USD,Common Stock,
38870,PMM,Putnam Managed Municipal Income Trust,USA,NYSE,USD,Common Stock,US7468231037
38871,PMMAF,PUMA SE,USA,PINK,USD,Common Stock,DE0006969603
38872,PMMBF,Pembina Pipeline Corporation CUM PFD SER A 21,USA,PINK,USD,Common Stock,
38873,PMMCF,Pampa Metals Corporation,USA,OTCQB,USD,Common Stock,
38876,PMMEF,Premium Exploration Inc,USA,PINK,USD,Common Stock,
38877,PMMTF,Precious Metals and Mining Trust,USA,PINK,USD,Common Stock,CA7401731095
38882,PMNXF,Perseus Mining Limited,USA,PINK,USD,Common Stock,
38884,PMO,Putnam Municipal Opportunities Trust,USA,NYSE,USD,Common Stock,US7469221037
38887,PMOID,Harbour Energy plc,USA,PINK,USD,Common Stock,
38888,PMOIF,Harbour Energy plc,USA,PINK,USD,Common Stock,
38894,PMOZ,PrismOne Group Inc,USA,PINK,USD,Common Stock,
38897,PMPG,Premier Products Group Inc,USA,PINK,USD,Common Stock,US74056P1021
38912,PMSNF,Proteome Sciences plc,USA,PINK,USD,Common Stock,
38913,PMSO,Primal Solutions Inc,USA,OTCCE,USD,Common Stock,
38916,PMT,PennyMac Mortgage Investment Trust,USA,NYSE,USD,Common Stock,US70931T1034
38917,PMT-P-C,PMT-P-C,USA,NYSE,USD,Common Stock,
38918,PMT-PA,PennyMac Mortgage Investment Trust,USA,NYSE,USD,Preferred Share,
38920,PMTCP,PennyMac Mortgage Investment Trust,USA,PINK,USD,Common Stock,
38921,PMTCV,PennyMac Mortgage Investment Trust,USA,PINK,USD,Common Stock,
38925,PMTS,CPI Card Group Inc. Common Stock,USA,NASDAQ,USD,Common Stock,US12634H2004
38927,PMTYF,Playmates Toys Limited,USA,PINK,USD,Common Stock,BMG7147S1008
38934,PMVC,PMV Consumer Acquisition Corp,USA,NYSE,USD,Common Stock,US6934861021
38935,PMVC-U,PMVC-U,USA,NYSE,USD,Common Stock,
38936,PMVC-WS,PMVC-WS,USA,NYSE,USD,Common Stock,
38939,PMVP,PMV Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US69353Y1038
38945,PMXSF,Pharmaxis Ltd,USA,PINK,USD,Common Stock,
38946,PMXX,Primix Corporation,USA,OTCCE,USD,Common Stock,US7416181029
38950,PMYLF,Boab Metals Limited,USA,PINK,USD,Common Stock,
38961,PNADF,PETRONAS Dagangan Berhad,USA,OTCGREY,USD,Common Stock,
38962,PNAGF,PETRONAS Gas Berhad,USA,OTCGREY,USD,Common Stock,
38966,PNAT,Pura Naturals Inc,USA,PINK,USD,Common Stock,US74609Q2012
38968,PNBC,Princeton National Bancorp Inc,USA,OTCCE,USD,Common Stock,US7422821063
38970,PNBI,Pioneer Bankshares Inc,USA,PINK,USD,Common Stock,US7236181043
38971,PNBK,Patriot National Bancorp Inc,USA,NASDAQ,USD,Common Stock,US70336F2039
38972,PNC,The PNC Financial Services Group Inc,USA,NYSE,USD,Common Stock,US6934751057
38973,PNC-PP,The PNC Financial Services Group Inc. DEPOSITARY SHS REP 1/4000TH PERP PFD SER P,USA,NYSE,USD,Preferred Share,
38975,PNCKF,Galleon Gold Corp,USA,PINK,USD,Common Stock,
38978,PNDDF,Pender Growth Fund Inc,USA,PINK,USD,Common Stock,
38979,PNDFF,PT Indofood CBP Sukses Makmur Tbk,USA,OTCGREY,USD,Common Stock,
38980,PNDHF,Pond Technologies Holdings Inc,USA,OTCQB,USD,Common Stock,
38981,PNDZF,Pandora A/S,USA,PINK,USD,Common Stock,
38984,PNEXF,Pharnext SA,USA,PINK,USD,Common Stock,
38986,PNFP,Pinnacle Financial Partners Inc,USA,NASDAQ,USD,Common Stock,US72346Q1040
38987,PNFPP,Pinnacle Financial Partners Inc,USA,NASDAQ,USD,Common Stock,
38988,PNFTF,PetroNeft Resources plc,USA,OTCGREY,USD,Common Stock,
38990,PNGAY,Ping An Insurance (Group) Company of China Ltd,USA,PINK,USD,Common Stock,US72341E3045
38991,PNGB,Panglobal Brands Inc,USA,OTCCE,USD,Common Stock,
38992,PNGM,Pengram Corporation,USA,OTCCE,USD,Common Stock,US7070622045
38994,PNGZF,Paringa Resources Limited,USA,PINK,USD,Common Stock,
38995,PNHT,Panamera Healthcare Corporation,USA,PINK,USD,Common Stock,
38999,PNINF,Pininfarina S.p.A,USA,OTCGREY,USD,Common Stock,
39005,PNLT,Paneltech International Holdings Inc,USA,OTCCE,USD,Common Stock,
39006,PNM,PNM Resources Inc,USA,NYSE,USD,Common Stock,US69349H1077
39008,PNMLF,Jayden Resources Inc,USA,OTCGREY,USD,Common Stock,
39010,PNMXO,Public Service Company of New Mexico PFD 4.58%,USA,PINK,USD,Common Stock,US7444998808
39011,PNNB,Pinnacle Bank of Oregon (Beaverton),USA,OTCCE,USD,Common Stock,US72346B1070
39013,PNNEF,Pennine Petroleum Corporation,USA,PINK,USD,Common Stock,
39015,PNNT,PennantPark Investment Corporation,USA,NASDAQ,USD,Common Stock,US7080621045
39016,PNNTG,PNNTG,USA,NASDAQ,USD,Common Stock,
39017,PNNX,Pennexx Foods Inc,USA,PINK,USD,Common Stock,
39019,PNOCF,Penta-Ocean Construction Co. Ltd,USA,OTCGREY,USD,Common Stock,
39026,PNPFD,Pinetree Capital Ltd,USA,PINK,USD,Common Stock,CA7233308583
39027,PNPFF,Pinetree Capital Ltd,USA,PINK,USD,Common Stock,CA7233308583
39028,PNPL,Pineapple Inc,USA,OTCCE,USD,Common Stock,US72302T1007
39031,PNR,Pentair plc,USA,NYSE,USD,Common Stock,IE00BLS09M33
39033,PNRC,Premier Energy Corporation,USA,PINK,USD,Common Stock,
39035,PNRG,PrimeEnergy Resources Corporation,USA,NASDAQ,USD,Common Stock,US74158E1047
39036,PNRLY,Paringa Resources Limited,USA,PINK,USD,Common Stock,US69949M1009
39038,PNRXF,Porto Energy Corp,USA,OTCGREY,USD,Common Stock,
39044,PNT,POINT Biopharma Global Inc,USA,NASDAQ,USD,Common Stock,US7305411099
39045,PNTG,The Pennant Group Inc,USA,NASDAQ,USD,Common Stock,US70805E1091
39046,PNTHF,PointsBet Holdings Limited,USA,PINK,USD,Common Stock,
39047,PNTM,Pontem Corporation,USA,NYSE,USD,Common Stock,KYG717071065
39048,PNTM-U,Pontem Corporation,USA,NYSE,USD,Common Stock,
39049,PNTM-WS,PNTM-WS,USA,NYSE,USD,Common Stock,
39050,PNTZF,Trigon Metals Inc,USA,PINK,USD,Common Stock,
39052,PNW,Pinnacle West Capital Corporation,USA,NYSE,USD,Common Stock,US7234841010
39053,PNWRF,Valeura Energy Inc,USA,PINK,USD,Common Stock,
39054,PNXGF,Phoenix Group Holdings plc,USA,OTCGREY,USD,Common Stock,GB00BGXQNP29
39055,PNXLF,Argentina Lithium & Energy Corp,USA,OTCQB,USD,Common Stock,
39056,PNXPF,Planet Ventures Inc,USA,PINK,USD,Common Stock,
39062,PNYTF,Poynt Corporation,USA,OTCCE,USD,Common Stock,
39067,POAHF,Porsche Automobil Holding SE,USA,PINK,USD,Common Stock,
39068,POAHY,Porsche Automobil Holding SE,USA,PINK,USD,Common Stock,US73328P1066
39069,POAI,Predictive Oncology Inc,USA,NASDAQ,USD,Common Stock,US74039M2008
39075,PODAF,Poda Lifestyle and Wellness Ltd,USA,PINK,USD,Common Stock,
39078,PODD,Insulet Corporation,USA,NASDAQ,USD,Common Stock,US45784P1012
39081,POEFF,Pan Orient Energy Corp,USA,PINK,USD,Common Stock,CA69806Y1060
39084,POELF,The Navigator Company S.A,USA,OTCGREY,USD,Common Stock,
39085,POETF,POET Technologies Inc,USA,OTCQX,USD,Common Stock,CA73044W1041
39087,POFCF,Petrofac Limited,USA,PINK,USD,Common Stock,GB00B0H2K534
39088,POFCY,Petrofac Limited,USA,PINK,USD,Common Stock,US7164731033
39089,POFPF,Power Financial Corporation,USA,PINK,USD,Common Stock,
39093,POGHF,Pilot Corporation,USA,OTCGREY,USD,Common Stock,
39095,POGS,Pioneer Oil and Gas,USA,PINK,USD,Common Stock,US7238263013
39097,POGWY,Polskie Górnictwo Naftowe i Gazownictwo S.A,USA,PINK,USD,Common Stock,
39104,POLA,Polar Power Inc,USA,NASDAQ,USD,Common Stock,US73102V1052
39107,POLR,Polar Petroleum Corp,USA,OTCCE,USD,Common Stock,US73101T1016
39109,POLXF,Polydex Pharmaceuticals Limited,USA,PINK,USD,Common Stock,BS7317282002
39110,POLY,Plantronics Inc,USA,NYSE,USD,Common Stock,US7274931085
39118,PONB,Pioneer Bancshares Inc,USA,PINK,USD,Common Stock,
39120,POND,Angel Pond Holdings Corp,USA,NYSE,USD,Common Stock,KYG0447J1022
39121,PONGF,Atari SA,USA,PINK,USD,Common Stock,FR0010478248
39122,PONOU,Pono Capital Corp Unit,USA,NASDAQ,USD,Common Stock,US7324502001
39125,PONT,Pontiac Bancorp Inc,USA,PINK,USD,Common Stock,
39127,POOL,Pool Corporation,USA,NASDAQ,USD,Common Stock,US73278L1052
39128,POOSF,Poseidon Concepts Corp,USA,OTCCE,USD,Common Stock,CA73731R1038
39130,POPM,PopMail.com Inc,USA,NASDAQ,USD,Common Stock,US7331674074
39131,POPRF,PopReach Corporation,USA,OTCQX,USD,Common Stock,
39133,POR,Portland General Electric Company,USA,NYSE,USD,Common Stock,US7365088472
39134,PORBF,POLA Orbis Holdings Inc,USA,PINK,USD,Common Stock,
39136,PORMF,NovX21 Inc,USA,PINK,USD,Common Stock,
39137,POROF,Panoro Minerals Ltd,USA,OTCQB,USD,Common Stock,
39140,POSAF,POSaBIT Systems Corporation,USA,PINK,USD,Common Stock,CA7373071082
39142,POSC,Positron Corporation,USA,PINK,USD,Common Stock,US7373976049
39144,POSH,Poshmark Inc,USA,NASDAQ,USD,Common Stock,US73739W1045
39147,POST,Post Holdings Inc,USA,NYSE,USD,Common Stock,US7374461041
39148,POTMF,Portmeirion Group PLC,USA,OTCMKTS,USD,Common Stock,
39149,POTN,PotNetwork Holdings Inc,USA,PINK,USD,Common Stock,US7376362098
39150,POTRF,SOPerior Fertilizer Corp,USA,PINK,USD,Common Stock,
39151,POTTF,Buddy Technologies Limited,USA,PINK,USD,Common Stock,
39152,POTVF,Potent Ventures Inc,USA,OTCQB,USD,Common Stock,
39160,POW,Powered Brands,USA,NASDAQ,USD,Common Stock,KYG7209M1087
39161,POWI,Power Integrations Inc,USA,NASDAQ,USD,Common Stock,US7392761034
39162,POWL,Powell Industries Inc,USA,NASDAQ,USD,Common Stock,US7391281067
39163,POWRU,Powered Brands,USA,NASDAQ,USD,Common Stock,KYG7209M1244
39164,POWRW,Powered Brands,USA,NASDAQ,USD,Common Stock,
39165,POWW,AMMO Inc,USA,NASDAQ,USD,Common Stock,US00175J1079
39166,POWWP,AMMO Inc,USA,NASDAQ,USD,Common Stock,US00175J2069
39169,POYN,Po Yuen Cultural Holdings (Hong Kong) Co. Ltd,USA,PINK,USD,Common Stock,US73022L1044
39170,POYYF,Polymetal International plc,USA,PINK,USD,Common Stock,JE00B6T5S470
39172,PPAAF,PT Perusahaan Gas Negara Tbk,USA,PINK,USD,Common Stock,
39173,PPAAY,PT Perusahaan Gas Negara Tbk,USA,PINK,USD,Common Stock,US69367P1066
39175,PPAL,Peoples Trust Company of St. Albans,USA,PINK,USD,Common Stock,
39177,PPASF,Pick n Pay Stores Limited,USA,OTCGREY,USD,Common Stock,
39178,PPBB,Peoples Bancorp,USA,PINK,USD,Common Stock,
39179,PPBI,Pacific Premier Bancorp Inc,USA,NASDAQ,USD,Common Stock,US69478X1054
39180,PPBN,Pinnacle Bankshares Corporation,USA,OTCQX,USD,Common Stock,US72345E1029
39181,PPBT,Purple Biotech Ltd,USA,NASDAQ,USD,Common Stock,US74638P1093
39182,PPBV,Purple Beverage Company Inc,USA,OTCCE,USD,Common Stock,US7463871092
39183,PPC,Pilgrim's Pride Corporation,USA,NASDAQ,USD,Common Stock,US72147K1088
39184,PPCB,Propanc Biopharma Inc,USA,OTCQB,USD,Common Stock,US74346N4043
39185,PPCCF,PICC Property and Casualty Company Limited,USA,PINK,USD,Common Stock,
39186,PPCCY,PICC Property and Casualty Company Limited,USA,PINK,USD,Common Stock,US69338J1060
39187,PPCGF,President Energy Plc,USA,OTCGREY,USD,Common Stock,GB00B3DDP128
39188,PPCLY,PPC Ltd,USA,PINK,USD,Common Stock,US69354A2033
39189,PPCQ,Premier Pacific Construction Inc,USA,PINK,USD,Common Stock,US74053X1081
39191,PPD,PPD Inc,USA,NASDAQ,USD,Common Stock,US69355F1021
39194,PPERF,PT Bank Mandiri (Persero) Tbk,USA,PINK,USD,Common Stock,ID1000095003
39195,PPERY,PT Bank Mandiri (Persero) Tbk,USA,PINK,USD,Common Stock,US69367U1051
39196,PPEVF,Pacific Paradym Energy Inc,USA,OTCGREY,USD,Common Stock,
39200,PPG,PPG Industries Inc,USA,NYSE,USD,Common Stock,US6935061076
39201,PPGH,Poema Global Holdings Corp,USA,NASDAQ,USD,Common Stock,KYG7154B1077
39202,PPGHU,Poema Global Holdings Corp,USA,NASDAQ,USD,Common Stock,KYG7154B1234
39203,PPGHW,Poema Global Holdings Corp,USA,NASDAQ,USD,Common Stock,
39207,PPHI,Positive Physicians Holdings Inc,USA,OTCQX,USD,Common Stock,US73740G1067
39208,PPHOF,Polyphor AG,USA,PINK,USD,Common Stock,
39209,PPHPU,PHP Ventures Acquisition Corp. Units,USA,NASDAQ,USD,Common Stock,US69291C2052
39211,PPIH,Perma-Pipe International Holdings Inc,USA,NASDAQ,USD,Common Stock,US7141671039
39212,PPII,Coenzyme-A Inc,USA,OTCCE,USD,Common Stock,
39219,PPJE,PPJ Healthcare Enterprises Inc,USA,PINK,USD,Common Stock,US69353D5059
39220,PPL,PPL Corporation,USA,NYSE,USD,Common Stock,US69351T1060
39223,PPLFF,PT Perusahaan Perkebunan London Sumatra Indonesia Tbk,USA,PINK,USD,Common Stock,
39224,PPLFY,PT Perusahaan Perkebunan London Sumatra Indonesia Tbk,USA,PINK,USD,Common Stock,US69369B1052
39226,PPLL,Peoples Ltd,USA,PINK,USD,Common Stock,
39231,PPMD,Protide Pharmaceuticals Inc,USA,PINK,USD,Common Stock,US74371A1034
39232,PPMH,Point to Point Methodics Inc,USA,OTCCE,USD,Common Stock,US7307021078
39233,PPMT,Profit Planners Management Inc,USA,PINK,USD,Common Stock,
39240,PPOKF,PT Charoen Pokphand Indonesia Tbk,USA,OTCGREY,USD,Common Stock,
39241,PPOTF,Pacific Silk Road Resources Group Inc,USA,PINK,USD,Common Stock,CA69481U1066
39251,PPRG,Patient Portal Technologies Inc,USA,PINK,USD,Common Stock,
39257,PPRQF,Choice Properties Real Estate Investment Trust,USA,OTCGREY,USD,Common Stock,
39258,PPRRF,ProntoForms Corporation,USA,OTCGREY,USD,Common Stock,
39259,PPRUF,Kering SA,USA,PINK,USD,Common Stock,
39260,PPRUY,Kering SA,USA,PINK,USD,Common Stock,US4920891078
39261,PPRW,Premier Power Renewable Energy Inc,USA,PINK,USD,Common Stock,
39265,PPSF,Peoples-Sidney Financial Corporation,USA,PINK,USD,Common Stock,US7123081058
39267,PPSI,Pioneer Power Solutions Inc,USA,NASDAQ,USD,Common Stock,US7238363003
39272,PPSTF,Pepsi-Cola Products Philippines Inc,USA,PINK,USD,Common Stock,
39274,PPTA,Midas Gold Corp.,USA,NASDAQ,USD,Common Stock,CA7142661031
39277,PPTDF,PeptiDream Inc,USA,PINK,USD,Common Stock,
39278,PPTL,Premium Energy Corp,USA,OTCCE,USD,Common Stock,
39291,PPWLM,PacifiCorp,USA,PINK,USD,Common Stock,US6951148849
39292,PPWLO,PacifiCorp,USA,PINK,USD,Common Stock,US6951148013
39298,PPZRF,Western Atlas Resources Inc,USA,OTCGREY,USD,Common Stock,
39307,PQEFF,Petroteq Energy Inc,USA,PINK,USD,Common Stock,
39335,PRA,ProAssurance Corporation,USA,NYSE,USD,Common Stock,US74267C1062
39336,PRAA,PRA Group Inc,USA,NASDAQ,USD,Common Stock,US69354N1063
39338,PRAC,Productivity Technologies Corp,USA,PINK,USD,Common Stock,US7430881067
39349,PRAX,Praxis Precision Medicines Inc,USA,NASDAQ,USD,Common Stock,US74006W1080
39351,PRBCF,Precise Biometrics AB (publ),USA,PINK,USD,Common Stock,
39357,PRBZF,Premium Brands Holdings Corporation,USA,OTCGREY,USD,Common Stock,
39360,PRCF,Protein Reactor Combined Fuels Inc,USA,PINK,USD,Common Stock,
39362,PRCH,Porch Group Inc,USA,NASDAQ,USD,Common Stock,US7332451043
39364,PRCK,Placer Creek Mining Co,USA,PINK,USD,Common Stock,US72604P1030
39366,PRCNF,Pure Global Cannabis Inc,USA,PINK,USD,Common Stock,CA74625A1075
39370,PRCX,Phoenix Rising Companies,USA,OTCQB,USD,Common Stock,US7191331005
39374,PRDGD,Premier Diversified Holdings Inc,USA,PINK,USD,Common Stock,
39375,PRDGF,Premier Diversified Holdings Inc,USA,PINK,USD,Common Stock,
39377,PRDL,Profitable Developments Inc,USA,PINK,USD,Common Stock,US74317C1062
39379,PRDO,Perdoceo Education Corporation,USA,NASDAQ,USD,Common Stock,US71363P1066
39380,PRDSF,Prada S.p.A,USA,PINK,USD,Common Stock,
39382,PRDSY,Prada S.p.A,USA,PINK,USD,Common Stock,US73942H1005
39383,PRE-P-J,PRE-P-J,USA,NYSE,USD,Common Stock,
39384,PRE-PJ,PartnerRe Ltd.,USA,NYSE,USD,Common Stock,
39386,PREC,Prestige Cars International Inc,USA,PINK,USD,Common Stock,
39388,PRED,Predictive Technology Group Inc,USA,PINK,USD,Common Stock,US74039H1023
39393,PREIF,Precipitate Gold Corp,USA,OTCQB,USD,Common Stock,
39396,PREKF,PrairieSky Royalty Ltd,USA,PINK,USD,Common Stock,
39406,PREUF,Prosperity Real Estate Investment Trust,USA,OTCGREY,USD,Common Stock,
39410,PREXF,Power Resource Exploration Inc,USA,OTCCE,USD,Common Stock,
39415,PRFC,QuantGate Systems Inc,USA,PINK,USD,Common Stock,US74767M1099
39422,PRFT,Perficient Inc,USA,NASDAQ,USD,Common Stock,US71375U1016
39423,PRFX,PainReform Ltd,USA,NASDAQ,USD,Common Stock,IL0011651580
39425,PRG,PROG Holdings Inc,USA,NYSE,USD,Common Stock,US74319R1014
39429,PRGNF,Paragon Shipping Inc,USA,PINK,USD,Common Stock,MHY6728Q2025
39430,PRGO,Perrigo Company plc,USA,NYSE,USD,Common Stock,IE00BGH1M568
39431,PRGS,Progress Software Corporation,USA,NASDAQ,USD,Common Stock,US7433121008
39435,PRHB,Pure H20 Bio-Technologies Inc,USA,OTCCE,USD,Common Stock,
39438,PRHL,Premier Holding Corporation,USA,PINK,USD,Common Stock,US74051M1045
39441,PRI,Primerica Inc,USA,NYSE,USD,Common Stock,US74164M1080
39445,PRIEF,Paleo Resources Inc,USA,PINK,USD,Common Stock,
39446,PRIF-P-G,PRIF-P-G,USA,NYSE,USD,Common Stock,
39447,PRIF-P-H,PRIF-P-H,USA,NYSE,USD,Common Stock,
39448,PRIF-P-I,PRIF-P-I,USA,NYSE,USD,Common Stock,
39449,PRIF-P-J,PRIF-P-J,USA,NYSE,USD,Common Stock,
39450,PRIF-PA,Priority Income Fund Inc,USA,NYSE,USD,Preferred Share,
39451,PRIF-PD,Priority Income Fund Inc,USA,NYSE,USD,Preferred Share,
39452,PRIF-PE,Priority Income Fund Inc,USA,NYSE,USD,Common Stock,
39453,PRIF-PF,Priority Income Fund Inc,USA,NYSE,USD,Common Stock,
39454,PRIF-PG,Priority Income Fund Inc.,USA,NYSE,USD,Common Stock,
39455,PRIF-PH,Priority Income Fund Inc.,USA,NYSE,USD,Common Stock,
39456,PRIF-PI,Priority Income Fund Inc.,USA,NYSE,USD,Common Stock,
39459,PRIIP,Priority Income Fund Inc,USA,PINK,USD,Common Stock,
39460,PRIJP,Priority Income Fund Inc,USA,PINK,USD,Common Stock,
39464,PRIM,Primoris Services Corporation,USA,NASDAQ,USD,Common Stock,US74164F1030
39469,PRISY,Promotora de Informaciones S.A,USA,PINK,USD,Common Stock,US74343G4029
39481,PRK,Park National Corporation,USA,NYSE MKT,USD,Common Stock,US7006581075
39482,PRKA,Parks! America Inc,USA,PINK,USD,Common Stock,
39485,PRKI,Perk International Inc,USA,PINK,USD,Common Stock,US71400X1046
39488,PRKR,ParkerVision Inc,USA,OTCQB,USD,Common Stock,US7013543001
39489,PRKV,ParkVida Group Inc,USA,PINK,USD,Common Stock,
39490,PRKWF,Parkway Life Real Estate Investment Trust,USA,OTCGREY,USD,Common Stock,
39493,PRLB,Proto Labs Inc,USA,NYSE,USD,Common Stock,US7437131094
39494,PRLD,Prelude Therapeutics Incorporated,USA,NASDAQ,USD,Common Stock,US74065P1012
39495,PRLE,Pillarstone Capital REIT,USA,PINK,USD,Common Stock,US69912Y1073
