,Unnamed: 0,symbol,name,price,priceChange,percentChange,exchangeName,exShortName,exchangeCode,marketPlace,sector,industry,volume,openPrice,dayHigh,dayLow,MarketCap,MarketCapAllClasses,peRatio,prevClose,dividendFrequency,dividendYield,dividendAmount,dividendCurrency,beta,eps,exDividendDate,shortDescription,longDescription,website,email,phoneNumber,fullAddress,employees,shareOutStanding,totalDebtToEquity,totalSharesOutStanding,sharesESCROW,vwap,dividendPayDate,weeks52high,weeks52low,alpha,averageVolume10D,averageVolume30D,averageVolume50D,priceToBook,priceToCashFlow,returnOnEquity,returnOnAssets,day21MovingAvg,day50MovingAvg,day200MovingAvg,dividend3Years,dividend5Years,datatype,__typename
340,,HDYNQ:US,Hyperdynamics Corp.,0.0003,0.0,0.0,OTC Expert Market,EXPM,EXPM,,Energy,Oil & Gas,38690,0.0003,0.0003,0.0003,10672,10672,0,0.0003,,,,,-0.228092,-1.05999994,,"HyperDynamics Corp, together with its subsidiaries, operates as an independent oil and gas exploration company.","HyperDynamics Corp, together with its subsidiaries, operates as an independent oil and gas exploration company. It is engaged in the acquisition, exploration, and development of oil and natural gas properties with large prospects in the offshore Republic of Guinea to northwest Africa. The company conducts its operational activities through Guinea project. Its exploration efforts are conducted through a Hydrocarbon production sharing contract.",,info@hyperdynamics.com,+1 713 353-9400,"12012 Wickchester Lane, Suite 475, Houston, TX, US",16,35572445,,35572445,0.0,0.000299999,,0.15,0.0001,0.333149,10220,12262.0,12923.0,-0.003,,-774.61,-319.89,0.000686,0.001176,0.007084,,,equity,Company
341,,HE:US,Hawaiian Electric Industries Inc.,41.4,0.14,0.339312,New York Stock Exchange,NYSE,NYE,,Utilities,Utilities - Regulated,42194,41.13,41.415,41.06,4525487365,4525487365,18.7,41.26,Quarterly,3.296,0.34,USD,0.257614,2.21000003,2021-11-22 00:00:00.0,"Hawaiian Electric Industries is the parent company of three Hawaii-based regulated utilities and Hawaii's third-largest financial institution, American Savings Bank.","Hawaiian Electric Industries is the parent company of three Hawaii-based regulated utilities and Hawaii's third-largest financial institution, American Savings Bank. The utilities provide electricity to 95% of the state on the five islands of Oahu, Hawaii, Maui, Molokai, and Lanai. Over 25% of electricity in its service territory comes from renewable energy; this portion is growing rapidly as the state has set a goal of 100% by 2045.",http://www.hei.com,ir@hei.com,+1 808 543-5662,"1001 Bishop Street, Suite 2900, Honolulu, HI, US",3702,109311289,1.1,109311289,0.0,41.2503619,2021-12-10,45.97,32.96,0.004377,433743,385522.0,366346.0,1.898,11.8,10.35,1.61,40.301907,40.273075,41.74191,2.65,1.67,equity,Company
342,,HEAR:US,Turtle Beach Corporation,22.92,-0.35,-1.504083,NASDAQ Global Market,NSD,NSD,,Technology,Hardware,67681,23.22,23.665,22.89,367773954,367773954,13.9,23.27,,,,,1.502709,1.67999994,,"Turtle Beach Corp is a gaming audio and accessory brand offering a broad selection of gaming headsets for Xbox, PlayStation, and Nintendo consoles, as well as for PC, Mac, and mobile/tablet devices.","Turtle Beach Corp is a gaming audio and accessory brand offering a broad selection of gaming headsets for Xbox, PlayStation, and Nintendo consoles, as well as for PC, Mac, and mobile/tablet devices. The company's portfolio includes gaming headsets, PC gaming headsets, PC gaming keyboards, PC gaming mice and other accessories which are distributed internationally in North America, South America, Europe, the Middle East, Africa, Australia, and Asia sold at thousands of storefronts, including retailers such as Amazon, Argos, Best Buy, GAME, GameStop, EB Games, Media Markt, Saturn, Target and Walmart.",http://corp.turtlebeach.com,HEAR@Liolios.com,+1 888 496-8001,"44 South Broadway, 4th Floor, White Plains, NY, US",300,16045984,,16045984,,23.0717895,,38.7,19.62,0.044759,584172,423208.0,370745.0,2.752,51.7,25.85,13.55,24.482857,26.6838,28.80545,,,equity,Company
343,,HECOF:US,Global Helium Corp Com,1.37,-0.2,-12.738853,OTC Pink Current,OTCPK,OTO,,Basic Materials,Metals & Mining,128394,1.43,1.5,1.34,56148519,44538700,-28.3,1.57,,,,,1.379489,,,Global Helium Corp is focused on the exploration and development of helium. The company has acquired three helium exploration permits located in Saskatchewan.,Global Helium Corp is focused on the exploration and development of helium. The company has acquired three helium exploration permits located in Saskatchewan.,https://www.globalhelium.com,,+1 800 816-8163,"555 - 4th Avenue SW, Suite 800, Calgary, AB, CA",,40984320,,32510000,,1.41577238,,2.5,0.0001,0.236257,110930,212837.0,219725.0,,,-37.58,-29.48,1.495685,1.554409,1.133028,,,equity,Company
344,,HEES:US,H&E Equipment Services Inc.,44.76,0.3,0.674764,Nasdaq Global Select,NGS,NGS,,Industrials,Business Services,21762,44.6,45.045,43.02,1617762426,1617762426,47.3,44.46,Quarterly,2.474,0.275,USD,2.176074,0.939999997,2021-11-22 00:00:00.0,H&E Equipment Services Inc is an integrated equipment services company. It is focused on heavy construction and industrial equipment.,"H&E Equipment Services Inc is an integrated equipment services company. It is focused on heavy construction and industrial equipment. It rents, sells and provides parts and services support for four core categories of equipment including hi-lift or aerial work platform equipment, cranes, earthmoving equipment and industrial lift trucks. It engages in five principal business activities which include equipment rentals; new equipment sales; used equipment sales; parts sales; and repair and maintenance services. A vast majority of its revenue is derived from the equipment rentals segment.",https://www.he-equipment.com,kinda@he-equipment.com,+1 225 298-5200,"7500 Pecue Lane, Baton Rouge, LA, US",2254,36143039,5.39,36143039,0.0,44.5905217,2021-12-10,50.69,26.36,-0.000606,165975,159667.0,214032.0,6.234,6,12.06,1.66,43.708572,44.612152,37.12902,0,0,equity,Company
345,,HEGIF:US,Hengan International Group Co. Ltd.,5.0,0.0,0.0,OTC Pink Current,OTCPK,OTO,,Consumer Defensive,Consumer Packaged Goods,0,,,,5810605000,5810604585,10.5,5.0,Semi-Annual,6.174,1.202125,HKD,0.802261,0.460000008,2021-09-09 00:00:00.0,"Founded in 1985, Hengan International is a leading health and hygiene product manufacturer in China.","Founded in 1985, Hengan International is a leading health and hygiene product manufacturer in China. Its business comprises tissue paper products (47% of sales), sanitary napkins (34% of sales), disposable diapers (11% of sales), and others.",http://www.hengan.com,MartinLi@hengan.com.hk,+86 59585708888,"Hengan Industrial City, Anhai Town, Jinjiang, CN",23000,1162121000,1.23,1162120917,0.0,5.0,2021-10-06,7.38,4.9,-0.011384,220,3041.0,4292.0,1.916,9.1,22.47,8.6,4.958895,5.142444,5.80971,,,equity,Company
346,,HEGIY:US,Hengan International Group Co. Ltd. ADR,26.4,-0.62,-2.294597,OTC Pink Current,OTCPK,OTO,,Consumer Defensive,Consumer Packaged Goods,2596,26.28,26.53,26.18,6135998432,6135998432,9.4,27.02,Semi-Annual,5.343,0.721839,USD,0.517426,2.28999996,2021-09-09 00:00:00.0,"Founded in 1985, Hengan International is a leading health and hygiene product manufacturer in China.","Founded in 1985, Hengan International is a leading health and hygiene product manufacturer in China. Its business comprises tissue paper products (47% of sales), sanitary napkins (34% of sales), disposable diapers (11% of sales), and others.",http://www.hengan.com,MartinLi@hengan.com.hk,+86 59585708888,"Hengan Industrial City, Anhai Town, Jinjiang, CN",23000,232424183,1.23,232424183,0.0,26.3024575,2021-10-21,37.79,23.2,-0.008399,24921,26924.0,23488.0,2.02,9.2,22.47,8.6,25.341667,25.532627,28.966125,24.25,,equity,Company
347,,HEGLF:US,Peak Minerals Limited,0.01096,0.0,0.0,OTC Pink Current,OTCPK,OTO,,Basic Materials,Metals & Mining,0,,,,11413408,11413408,-0.9,0.01096,,,,,0.257149,-0.07,,Peak Minerals Ltd is engaged in the exploration and development of gold and copper deposits.,Peak Minerals Ltd is engaged in the exploration and development of gold and copper deposits. The company's project includes Copper Hills; Cork Tree; Carson; Kimberley South; Hill End Hargraves and Yendon projects.,https://www.peakminerals.com.au,,+61 396927222,"96 - 100 Albert Road, Level 4, Melbourne, VIC, AU",5,1041369320,0.02,1041369320,0.0,0.01096,,0.025,0.01,0.205117,7134,7815.0,5959.0,4.5,,-181.91,-156.81,0.010947,0.012442,0.014447,,,equity,Company
348,,HEI:US,Heico Corporation,143.625,-0.895,-0.619291,New York Stock Exchange,NYSE,NYE,,Industrials,Aerospace & Defense,53345,144.97,144.97,143.455,7793726174,19463127300,66.6,144.52,Semi-Annual,0.125,0.09,USD,1.166289,2.17000007,2022-01-05 00:00:00.0,Heico is an aerospace and defense supplier that primarily focuses on creating niche replacement parts for commercial aircraft and components for defense products.,"Heico is an aerospace and defense supplier that primarily focuses on creating niche replacement parts for commercial aircraft and components for defense products. In commercial aerospace, Heico is the largest independent producer of replacement parts for aircraft, primarily within the engine. In the defense market, the company produces niche subcomponents used in targeting technology as well as simulation equipment, among other things. The company is highly acquisitive, focusing on companies that are generating strong cash flow with the potential for sustainable growth.",https://www.heico.com,,+1 954 987-4000,"3000 Taft Street, Hollywood, FL, US",5200,54264412,0.11,135513506,0.0,144.429134,2022-01-20,151.605,115.57,0.009362,396164,353357.0,326120.0,8.6,44,14.41,8.68,140.52095,141.9112,136.04721,,,equity,Company
349,,HEINY:US,Heineken N.V ADR,56.352,0.482,0.862717,OTCQX Marketplace,OTCQX,OTCQX,,Consumer Defensive,Beverages - Alcoholic,30642,56.26,56.55,56.2401,64888209413,64888209413,48.7,55.87,Semi-Annual,0.435,0.121452,USD,0.885538,1.91999995,2021-08-12 00:00:00.0,"Heineken is Western Europe's largest beer producer, and following the Anheuser-Busch InBev acquisition of SABMiller, it is the world's second-largest brewer.","Heineken is Western Europe's largest beer producer, and following the Anheuser-Busch InBev acquisition of SABMiller, it is the world's second-largest brewer. It has the leading position in many European markets, including the Netherlands, Austria, Greece, and Italy. Its flagship brand, Heineken, is the world's leading international premium lager. Its brand portfolio spans nonalcoholic, Belgian, and craft beer. Heineken is the world's biggest cider producer.",https://www.theheinekencompany.com,investors@heineken.com,+31 205239239,"Tweede Weteringplantsoen 21, P.O. Box 28, Amsterdam, NH, NL",84394,1151480150,1.17,1151480150,0.0,56.3858656,2021-08-18,61.88,48.77,-0.004085,81807,56769.0,47481.0,3.941,12.9,8.01,2.52,52.64238,53.75955,55.818855,-8.16,-5.98,equity,Company
350,,HELE:US,Helen of Troy Limited,244.27,-1.04,-0.423953,Nasdaq Global Select,NGS,NGS,,Consumer Defensive,Consumer Packaged Goods,29948,246.05,246.15,243.52,5893642746,5893642746,28.2,245.31,,,,,0.79491,8.6999998,,"Helen Of Troy Ltd is a consumer products company with business segments in housewares, health and home, and beauty.","Helen Of Troy Ltd is a consumer products company with business segments in housewares, health and home, and beauty. The housewares segment offers house and kitchen tools, household cleaning tools, food storage containers, storage items, and baby care products. The Health & Home segment provides healthcare and home environment products including health care devices, water filtration systems and small home appliances. Beauty segment offers mass and prestige market beauty appliance and personal care products including hair styling appliances, grooming tools, decorative haircare accessories, and liquid-, solid- and powder-based personal care and grooming products. This segment sells primarily to retailers, beauty supply wholesalers and through direct- to- consumer channel.",https://www.helenoftroy.com,hotus@icrinc.com,+1441 9152258000,"2 Church Street, Clarendon House, Hamilton, BM",1769,24127575,0.4,24127575,0.0,244.821341,,265.97,201.02,0.009944,161187,132919.0,128913.0,4.648,87.3,16.75,9.43,244.58809,239.6204,227.52396,,,equity,Company
351,,HELFY:US,HelloFresh SE ADS,19.528,-0.022,-0.112532,OTC Pink Limited,OTCPK,PINL,,Consumer Cyclical,Restaurants,2198,19.71,19.71,19.371,13586979220,13563018286,33.8,19.55,,,,,0.680876,,,"HelloFresh SE provides fresh, healthy, and personalized meal solutions.","HelloFresh SE provides fresh, healthy, and personalized meal solutions. The company operates an internet platform that provides customers the choice between various kinds of meals and recipes to be delivered on selected weekdays. It operates in two geographical regions: International and USA. International companies comprise operations in the United Kingdom, The Netherlands, Belgium, Luxembourg, Australia, Germany, Austria, Canada, and Switzerland. The company generates a majority of its revenue from the United States of America.",https://www.hellofreshgroup.com,,+49 30208483160,"Saarbrucker Strasse 37a, Berlin, DE",6432,695769112,0.18,694542108,,19.4630975,,29.6,19.0914,-0.014029,1484,1544.0,1191.0,14.359,20.2,51.03,21.13,23.497429,25.51722,24.262781,,,equity,Company
352,,HELKF:US,Henkel AG & Co. KGAA Bearer Shares,75.5501,-0.6976,-0.914913,OTC Pink Current,OTCPK,OTO,,Consumer Defensive,Consumer Packaged Goods,190,75.5501,75.5501,75.5501,19627604336,32809761287,18.8,76.2477,Annual,2.837,1.83,EUR,0.507871,,2021-04-16 00:00:00.0,Henkel comprises two distinct customer groups.,"Henkel comprises two distinct customer groups. The consumer segment (around 52% of consolidated 2020 sales) comprises laundry and home care, including the Persil and Purex laundry detergent brands, beauty care, including the Schwarzkopf hand soap Dial brands, and consumer adhesives, primarily Loctite. Industrial adhesives make up the remaining 48% of sales. Sales from high-margin Western Europe accounted for 30% of the firm's consolidated total in 2020, while Asia and North America accounted for 16% and 26%, respectively.",https://www.henkel.com,lars.korinth@henkel.com,+49 2117970,"Henkelstrasse 67, Duesseldorf, NW, DE",52750,259795875,0.15,434278198,0.0,75.5501,2021-04-21,101.68,75.5715,-0.008359,475,783.0,563.0,1.62,11.3,8.7,5.05,76.48096,79.89236,90.233795,,,equity,Company
353,,HELOF:US,Winshear Gold Corp,0.09566,0.0,0.0,OTC Pink Current,OTCPK,OTO,,Basic Materials,Metals & Mining,0,,,,5891252,5891252,-2,0.09566,,,,,45.611668,-0.109999999,,Winshear Gold Corp is a Canadian based junior exploration company.,Winshear Gold Corp is a Canadian based junior exploration company. It is principally engaged in the exploration and development of the Gaban Gold project and the Tinka Iron Oxide Copper Gold project in Peru and SMP Gold Project in Tanzania.,https://www.winshear.com,info@helioresource.com,+1 604 200-7874,"789 West Pender Street, Suite 960, Vancouver, BC, CA",,61585318,,61585318,0.0,0.09566,,0.0962,0.0626,1.646599,0,42.0,25.0,49.76,,-185.59,-157.33,0.095686,0.085922,0.078994,,,equity,Company
354,,HEME:US,Healthmed Services Ltd.,0.0019,-0.00131,-40.809967,OTC Pink Current,OTCPK,OTO,,Healthcare,Drug Manufacturers,11120856,0.0028,0.003,0.0018,345990,345990,,0.00321,,,,,2.039178,0.0,,"Healthmed Services Ltd is engaged in acquiring, leasing and licensing for the cultivation, production, and distribution of cannabis and cannabis-related products.","Healthmed Services Ltd is engaged in acquiring, leasing and licensing for the cultivation, production, and distribution of cannabis and cannabis-related products.",http://www.healthmedservicesltd.com,,+1 714 514-5624,"74998 Country Club Drive, Suite 220-52, Palm Desert, CA, US",,182100000,,182100000,,0.002186328,,0.0275,0.0011,0.307566,1199188,645343.0,576283.0,,,,,0.004955,0.005872,0.010071,,,equity,Company
355,,HEMP:US,Hemp Inc,0.002,0.0,0.0,OTC Pink Current,OTCPK,OTO,,Healthcare,Drug Manufacturers,44084693,0.002,0.0021,0.0019,26444741,1508055,,0.002,,,,,0.636305,,,"Hemp Inc is engaged in offering industrial hemp and the myriad of clean, green sustainable products that industrial hemp offers to the world.","Hemp Inc is engaged in offering industrial hemp and the myriad of clean, green sustainable products that industrial hemp offers to the world. Hemp products are eco-friendly, healthy, and can often replace petroleum-based products. Its product line includes Bubba Kush hemp, Pre-rolls, Fortified Pre-rolls, Caviar/Moon Rocks, and Diamonds. It produces lost circulation material (LCM), called DrillWall, which can be sold to the oil and gas drilling industry, along with an all-green natural oil spill absorbent, a second industrial kenaf-hemp product called Spill-Be-Gone.",https://www.hempinc.com,,+1 855 436-7688,"7380 S Eastern Avenue, Suite No. 124-342, Las Vegas, NV, US",,13222370268,,754027180,,0.002036381,,0.041,0.0017,-0.012088,44007725,47956276.0,43390814.0,,,,,0.002471,0.002756,0.005617,,,equity,Company
356,,HENC:US,Hero Technologies Inc,0.04187,-0.00013,-0.309524,OTC Pink Current,OTCPK,OTO,,Healthcare,Drug Manufacturers,215281,0.047,0.047,0.041,18547447,5158250,61.9,0.042,,,,,-0.251081,0.0,,"Hero Technologies Inc is a cannabis company with a vertically integrated business model and plan that includes cannabis genetic engineering, farmland for medical and recreational cannabis...","Hero Technologies Inc is a cannabis company with a vertically integrated business model and plan that includes cannabis genetic engineering, farmland for medical and recreational cannabis cultivation, production licenses, distribution licenses, consumer packaging, retail operations and dispensaries. The company focuses on two principal segments of the cannabis industry, cultivation and the dispensary business model, including combinations.",http://www.herotechnologiesinc.com,ir@hollomanenergy.com,+1 302 538-4165,"8 The Green, Suite 4000, Dover, DE, US",,442977000,0.19,123196797,0.0,0.043723649,,0.3174,0.032,0.223179,96430,144084.0,121260.0,0.465,,0.85,0.53,0.048083,0.061426,0.074964,,,equity,Company
357,,HENGF:US,Hengdeli Holdings Ltd,0.033,0.0,0.0,OTC Pink Current,OTCPK,OTO,,Consumer Cyclical,Retail - Cyclical,0,,,,147338630,147338630,-4.2,0.033,,,,,2.340811,0.0,,Hengdeli Holdings Ltd is a retailer of watches.,"Hengdeli Holdings Ltd is a retailer of watches. It provides integrated after-sales warranty maintenance for internationally renowned brand watches and established an interactive customer service network covering the Greater China Region, including Mainland China, Hong Kong, and Taiwan. The company operates in two segments: Retail & trading and Industrial group. The Group also owns several watch accessories manufacturing enterprises, including the manufacturing of furniture and items used for watch sales and watch packaging products, commercial space design, production and decoration. Its geographical segments are Hong Kong, Mainland China, and Taiwan/Malaysia.",http://www.hengdeligroup.com,,,"28 Canton Road, Room 301, 3rd Floor, Lippo Sun Plaza, Hong Kong, HK",1460,4464806959,0.03,4464806959,0.0,0.033,,0.033,0.031,-0.021077,10800,3600.0,5160.0,0.3,20.8,-9.32,-8.41,0.031952,0.0314,0.0311,,,equity,Company
358,,HENGY:US,Hengdeli Holdings Ltd ADR,0.9,0.0,0.0,OTC Pink Current,OTCPK,OTO,,Consumer Cyclical,Retail - Cyclical,0,,,,160733051,160733051,-3.3,0.9,,,,,0.363679,0.05,,Hengdeli Holdings Ltd is a retailer of watches.,"Hengdeli Holdings Ltd is a retailer of watches. It provides integrated after-sales warranty maintenance for internationally renowned brand watches and established an interactive customer service network covering the Greater China Region, including Mainland China, Hong Kong, and Taiwan. The company operates in two segments: Retail & trading and Industrial group. The Group also owns several watch accessories manufacturing enterprises, including the manufacturing of furniture and items used for watch sales and watch packaging products, commercial space design, production and decoration. Its geographical segments are Hong Kong, Mainland China, and Taiwan/Malaysia.",http://www.hengdeligroup.com,,,"28 Canton Road, Room 301, 3rd Floor, Lippo Sun Plaza, Hong Kong, HK",1460,178592278,0.03,178592278,,,,0.9,0.9,-0.016494,2,4.0,5.0,0.267,14.9,-9.32,-8.41,0.9,0.9,0.9,,,equity,Company
359,,HENI:US,Hinto Energy Inc,0.34,0.0,0.0,OTC Pink Current,OTCPK,OTO,,Energy,Oil & Gas,0,,,,17000000,7432399,-3.3,0.34,,,,,2.86012,-0.100000001,,"Hinto Energy Inc is active in the energy sector. It is engaged in the acquisition, exploration, and if warranted, development of oil and gas prospects, primarily in the rocky mountain region.","Hinto Energy Inc is active in the energy sector. It is engaged in the acquisition, exploration, and if warranted, development of oil and gas prospects, primarily in the rocky mountain region. The company has oil and gas leases, wells and new drilling prospects in both Utah and Montana. It holds interests in approximately 60 gross acres and an exploratory well in Medina County, Ohio.",http://www.hintoenergy.com,,+1 307 278-1360,"30 North Gould Street, Suite 5384, Sheridan, WY, US",1,50000000,,21859995,,0.263788,,0.6999,0.03,0.399684,4083,8006.0,13623.0,-4.857,,319.84,-89.32,0.325088,0.363683,0.336694,,,equity,Company
360,,HENKY:US,Henkel AG & Co. KGAA ADR,19.688,0.218,1.119671,OTC Pink Current,OTCPK,OTO,,Consumer Defensive,Consumer Packaged Goods,184630,19.53,19.72,19.53,34200276649,34200276649,17.2,19.47,Annual,1.828,0.355845,USD,0.674783,1.50999999,2021-04-19 00:00:00.0,Henkel comprises two distinct customer groups.,"Henkel comprises two distinct customer groups. The consumer segment (around 52% of consolidated 2020 sales) comprises laundry and home care, including the Persil and Purex laundry detergent brands, beauty care, including the Schwarzkopf hand soap Dial brands, and consumer adhesives, primarily Loctite. Industrial adhesives make up the remaining 48% of sales. Sales from high-margin Western Europe accounted for 30% of the firm's consolidated total in 2020, while Asia and North America accounted for 16% and 26%, respectively.",https://www.henkel.com,lars.korinth@henkel.com,+49 2117970,"Henkelstrasse 67, Duesseldorf, NW, DE",52750,1737112792,0.15,1737112792,0.0,19.6604354,2021-05-03,26.04,18.45,-0.01131,109808,209509.0,147437.0,1.659,11.3,8.7,5.05,19.055738,19.95601,22.61748,-1.31,5.93,equity,Company
361,,HENOF:US,Henkel AG & Co. KGAA PRF PERPETUAL EUR,76.2,0.0,0.0,OTC Pink Current,OTCPK,OTO,,Consumer Defensive,Consumer Packaged Goods,0,,,,13295553013,33091998688,19.8,76.2,,,,,0.559776,,,Henkel comprises two distinct customer groups.,"Henkel comprises two distinct customer groups. The consumer segment (around 52% of consolidated 2020 sales) comprises laundry and home care, including the Persil and Purex laundry detergent brands, beauty care, including the Schwarzkopf hand soap Dial brands, and consumer adhesives, primarily Loctite. Industrial adhesives make up the remaining 48% of sales. Sales from high-margin Western Europe accounted for 30% of the firm's consolidated total in 2020, while Asia and North America accounted for 16% and 26%, respectively.",https://www.henkel.com,lars.korinth@henkel.com,+49 2117970,"Henkelstrasse 67, Duesseldorf, NW, DE",52750,174482323,0.15,434278198,,,,118.2207,76.2,-0.011522,164,119.0,206.0,1.71,11.9,8.7,5.05,78.26033,83.982765,99.62962,1.12,5.35,equity,Company
362,,HENOY:US,Henkel AG & Co. KGAA ADR - Preference Shares,20.23,0.0,0.0,OTC Pink Current,OTCPK,OTO,,Consumer Defensive,Consumer Packaged Goods,13538,20.22,20.26,20.15,35141791783,35141791783,17.9,20.23,Annual,1.778,0.359735,USD,0.789401,1.50999999,2021-04-19 00:00:00.0,Henkel comprises two distinct customer groups.,"Henkel comprises two distinct customer groups. The consumer segment (around 52% of consolidated 2020 sales) comprises laundry and home care, including the Persil and Purex laundry detergent brands, beauty care, including the Schwarzkopf hand soap Dial brands, and consumer adhesives, primarily Loctite. Industrial adhesives make up the remaining 48% of sales. Sales from high-margin Western Europe accounted for 30% of the firm's consolidated total in 2020, while Asia and North America accounted for 16% and 26%, respectively.",https://www.henkel.com,lars.korinth@henkel.com,+49 2117970,"Henkelstrasse 67, Duesseldorf, NW, DE",52750,1737112792,0.15,1737112792,0.0,20.2276233,2021-05-03,29.93,19.4,-0.013858,53718,50545.0,43501.0,1.704,11.8,8.7,5.05,19.994406,21.244587,25.092583,-1.32,5.86,equity,Company
363,,HEOFF:US,H2O Innovation Inc,2.03,-0.01,-0.490196,OTCQX Marketplace,OTCQX,OTCQX,,Utilities,Utilities - Regulated,21045,2.04,2.0405,2.01428,179212308,173132314,84.2,2.04,,,,,0.616505,,,"H2O Innovation Inc is a Canada-based company. It is engaged in providing water treatment solutions based on membrane filtration technology for municipal, energy, and natural resources end-users.","H2O Innovation Inc is a Canada-based company. It is engaged in providing water treatment solutions based on membrane filtration technology for municipal, energy, and natural resources end-users. The company has three divisions that are water technologies & services(WTS), specialty products, and operation and maintenance services(O&M). The WTS segment provides water treatment solutions based on membrane filtration technology and it has technologies for water treatment systems such as FiberFlex and flexMBR. The specialty products segment offers specialty chemicals, consumables, specialized products for the water industry, and maple equipment and products. Its geographical segments include Canada, the United States, Spain, Saudi Arabia, and other countries.",https://www.h2oinnovation.com,marc.blanchet@h2oinnovation.com,+1 418 688-0170,"330 Saint-Vallier Street East, Suite 340, Quebec, QC, CA",725,88281925,0.32,85286854,0.0,2.03058061,,2.92,1.51,0.002662,24202,23024.0,22586.0,2.74,53.3,3.76,2.17,1.888605,1.912109,1.942925,,,equity,Company
364,,HEOL:US,Highwater Ethanol LLC Unit,6250.0,0.0,0.0,OTC Grey Market,Greys,GREY,,Energy,Oil & Gas,0,,,,29887500,29887500,2.9,6250.0,,,,,0.42723,2175.90991,,Highwater Ethanol LLC is engaged in the production of ethanol and distillers grains at the plant.,"Highwater Ethanol LLC is engaged in the production of ethanol and distillers grains at the plant. It focuses on the manufacturing and marketing of fuel-grade ethanol and the co-products of the ethanol production process. Its products include fuel-grade ethanol, distillers grains, and corn oil. The company produces and sells fuel ethanol and co-products of the fuel ethanol production process in the continental United States, Mexico, and Canada.",http://www.highwaterethanol.com,,+1 507 752-6160,"24500 US Highway 14, P.O. Box 96, Lamberton, MN, US",43,4782,0.12,4782,,,,6250,5600,-0.005849,0,0.0,0.0,0.498,1.9,18.98,14.12,6250,6250,6151.058,,,equity,Company
365,,HEP:US,Holly Energy Partners L.P.,16.095,-0.145,-0.892857,New York Stock Exchange,NYSE,NYE,,Energy,Oil & Gas,49423,16.3,16.3,16.07,1697060036,1697060036,7.8,16.24,Quarterly,8.621,0.35,USD,1.03499,2.07999992,2021-10-29 00:00:00.0,"Holly Energy Partners LP operates a network of refined products and crude oil pipelines, with attendant terminal assets, in several western and southwestern states.","Holly Energy Partners LP operates a network of refined products and crude oil pipelines, with attendant terminal assets, in several western and southwestern states. The company has two reportable segments namely Pipelines and Terminals and Refinery Processing Unit. It generates maximum revenue from the Pipelines and Terminals segment.",http://www.hollyenergy.com,investors@hollyenergy.com,+1 214 871-3555,"2828 N. Harwood, Suite 1300, Dallas, TX, US",345,105440201,3.21,105440201,0.0,16.1704585,2021-11-12,23.69,13.315,-0.01342,238477,204891.0,203148.0,3.878,5.2,54.87,10.21,16.42238,17.378141,18.94955,-18.06,-8.07,equity,Company
366,,HEPA:US,Hepion Pharmaceuticals Inc.,1.15,-0.04,-3.361345,NASDAQ Capital Market,NCM,NSC,,Healthcare,Biotechnology,527270,1.18,1.2,1.15,87659043,87659043,-3.6,1.19,,,,,1.391154,-0.330000013,,Hepion Pharmaceuticals Inc is a biopharmaceutical company that focuses primarily on the development of drug therapy for the treatment of chronic liver diseases.,"Hepion Pharmaceuticals Inc is a biopharmaceutical company that focuses primarily on the development of drug therapy for the treatment of chronic liver diseases. This therapeutic approach targets fibrosis and hepatocellular carcinoma associated with non-alcoholic steatohepatitis, viral hepatitis, and other liver diseases. Its cyclophilin inhibitor, CRV431, is being developed to offer benefits to address these multiple complex pathologies. CRV431 is a pan cyclophilin inhibitor that targets multiple pathologic pathways involved in the progression of liver disease.",https://www.hepionpharma.com,info@hepionpharma.com,+1 732 902-4000,"399 Thornall Street, 1st Floor, Edison, NJ, US",13,76225254,0,76225254,,1.16871469,,3.18,1.12,-0.090187,760943,892307.0,793732.0,0.871,,-49.87,-42.36,1.230476,1.3508,1.6299,,,equity,Company
367,,HEPS:US,D-Market Electronic Services & Trading,1.92,0.01,0.52356,Nasdaq Global Select,NGS,NGS,,Consumer Cyclical,Retail - Cyclical,871121,2.0,2.0,1.91,549116717,625916717,-3.2,1.91,,,,,-0.626773,,,"D-MARKET Electronic Services & Trading offers an e-commerce platform in Turkey and the surrounding region. The company is comprised of one reportable segment, namely e-commerce operations.","D-MARKET Electronic Services & Trading offers an e-commerce platform in Turkey and the surrounding region. The company is comprised of one reportable segment, namely e-commerce operations. The Group derives revenue from the sales of goods, marketplace revenues, and other revenues.",https://www.hepsiburada.com,,+90 2123042000,"Ku?tepe Mahallesi Mecidiyekoy Yolu, Trump Tower, Cadde no: 12 Kule 2, Istanbul, TR",2747,285998290,0.15,325998290,,1.93876271,,15.23,1.87,-0.330819,1453299,1594004.0,1408728.0,3.368,25.1,-82.01,-28,2.206667,3.4718,7.4712,,,equity,Company
368,,HERA:US,FTAC Hera Acquisition Corp.,9.78,0.0,0.0,NASDAQ Capital Market,NCM,NSC,,Financial Services,Diversified Financial Services,13100,9.7499,9.78,9.73,851522693,1064403366,-1623,9.78,,,,,0.026905,-0.009999999,,FTAC Hera Acquisition Corp is a blank check company.,"FTAC Hera Acquisition Corp is a blank check company. It is formed for the purpose of effecting a merger, share exchange, asset acquisition, share purchase, reorganization or similar business combination with one or more businesses or entities.",,,+1 215 701-9555,"2929 Arch Street, Suite 1703, Philadelphia, PA, US",2,87067760,,108834700,,9.73516495,,10.02,9.65,0.000377,834954,343520.0,223452.0,,,0.62,0.58,9.772381,9.7778,9.763138,,,equity,Company
